,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT
Date,,,,,,,,,,,,,,,,,,
2019-12-10,268.4800109863281,1342.8900146484375,151.1300048828125,268.4800109863281,1342.8900146484375,151.1300048828125,270.07000732421875,1348.0,151.88999938964844,265.8599853515625,1334.0,150.75999450683594,268.6000061035156,1339.93994140625,151.2899932861328,22605100,880300,16476100
2019-12-11,270.7699890136719,1344.25,151.6999969482422,270.7699890136719,1344.25,151.6999969482422,271.1000061035156,1349.8900146484375,151.8699951171875,268.5,1341.0999755859375,150.3300018310547,268.80999755859375,1348.300048828125,151.5399932861328,19689200,1024000,18856600
2019-12-12,271.4599914550781,1348.489990234375,153.24000549316406,271.4599914550781,1348.489990234375,153.24000549316406,272.55999755859375,1354.5799560546875,153.44000244140625,267.32000732421875,1338.199951171875,151.02000427246094,267.7799987792969,1343.2099609375,151.64999389648438,34327600,1455700,24612100
2019-12-13,275.1499938964844,1346.8699951171875,154.52999877929688,275.1499938964844,1346.8699951171875,154.52999877929688,275.29998779296875,1351.3499755859375,154.88999938964844,270.92999267578125,1341.6600341796875,152.8300018310547,271.4599914550781,1347.9000244140625,153.0,33396900,1658500,23845400
2019-12-16,279.8599853515625,1360.699951171875,155.52999877929688,279.8599853515625,1360.699951171875,155.52999877929688,280.7900085449219,1363.530029296875,155.89999389648438,276.9800109863281,1350.6099853515625,154.82000732421875,277.0,1355.0,155.11000061035156,32046500,1406400,24144200
2019-12-17,280.4100036621094,1354.8900146484375,154.69000244140625,280.4100036621094,1354.8900146484375,154.69000244140625,281.7699890136719,1364.3299560546875,155.7100067138672,278.79998779296875,1350.77001953125,154.4499969482422,279.57000732421875,1362.4100341796875,155.4499969482422,28539600,1647400,25425600
2019-12-18,279.739990234375,1351.9100341796875,154.3699951171875,279.739990234375,1351.9100341796875,154.3699951171875,281.8999938964844,1359.4300537109375,155.47999572753906,279.1199951171875,1350.4599609375,154.17999267578125,279.79998779296875,1357.0,154.3000030517578,29007100,1166500,24129200
2019-12-19,280.0199890136719,1356.43994140625,155.7100067138672,280.0199890136719,1356.43994140625,155.7100067138672,281.17999267578125,1357.530029296875,155.77000427246094,278.95001220703125,1348.75,153.75,279.5,1351.9100341796875,154.0,24592300,1446100,24958900
2019-12-20,279.44000244140625,1351.219970703125,157.41000366210938,279.44000244140625,1351.219970703125,157.41000366210938,282.6499938964844,1364.0,158.49000549316406,278.55999755859375,1350.72998046875,156.2899932861328,282.2300109863281,1363.0999755859375,157.35000610351562,68994500,2504500,53477500
